sample_id,x,y,dt
0.0,0.05797101449275352,0.9634146341463413,0.0
0.0,0.05797101449275352,0.951219512195122,0.007541999999375548
0.0,0.05797101449275352,0.9390243902439023,0.014237000003049616
0.0,0.05797101449275352,0.926829268292683,0.01918899999873247
0.0,0.05797101449275352,0.9146341463414633,0.025861000001896173
0.0,0.05314009661835747,0.8902439024390243,0.042388000001665205
0.0,0.05314009661835747,0.8780487804878048,0.05041799999889918
0.0,0.05314009661835747,0.8719512195121951,0.05715100000088569
0.0,0.05314009661835747,0.8597560975609755,0.06392400000186171
0.0,0.04830917874396132,0.8292682926829268,0.09636699999828124
0.0,0.04830917874396132,0.8231707317073171,0.10509499999898253
0.0,0.04830917874396132,0.798780487804878,0.11599199999909615
0.0,0.04830917874396132,0.7865853658536585,0.12168899999960558
0.0,0.04347826086956517,0.7743902439024389,0.1285250000000815
0.0,0.04347826086956517,0.7439024390243901,0.14826300000277115
0.0,0.04347826086956517,0.725609756097561,0.1551820000022417
0.0,0.04347826086956517,0.7134146341463414,0.1636240000007092
0.0,0.04347826086956517,0.7012195121951219,0.1689810000025318
0.0,0.04347826086956517,0.6890243902439023,0.17574700000113808
0.0,0.03864734299516901,0.6524390243902439,0.2031219999989844
0.0,0.03864734299516901,0.6402439024390243,0.21259000000281958
0.0,0.03864734299516901,0.6280487804878048,0.2226440000013099
0.0,0.03864734299516901,0.6158536585365852,0.2284460000009858
0.0,0.03864734299516901,0.6036585365853657,0.23779900000226917
0.0,0.03864734299516901,0.5914634146341462,0.24344199999904959
0.0,0.03864734299516901,0.5731707317073169,0.2509520000021439
0.0,0.03864734299516901,0.5304878048780486,0.26709300000220537
0.0,0.03864734299516901,0.5121951219512194,0.2742599999983213
0.0,0.03864734299516901,0.49390243902439024,0.28160100000241073
0.0,0.04347826086956517,0.45731707317073156,0.3018789999987348
0.0,0.04347826086956517,0.44512195121951204,0.31165799999871524
0.0,0.04347826086956517,0.4146341463414633,0.3214619999998831
0.0,0.04830917874396132,0.4024390243902437,0.32922099999996135
0.0,0.04830917874396132,0.37195121951219495,0.34931800000049407
0.0,0.04830917874396132,0.35975609756097543,0.35846000000310596
0.0,0.04830917874396132,0.3414634146341462,0.36776000000099884
0.0,0.04830917874396132,0.3292682926829267,0.3761000000013155
0.0,0.04830917874396132,0.3048780487804878,0.39605999999912456
0.0,0.05314009661835747,0.2926829268292682,0.4025770000007469
0.0,0.05314009661835747,0.2804878048780487,0.41036999999778345
0.0,0.05314009661835747,0.2682926829268292,0.4204989999998361
0.0,0.05314009661835747,0.2560975609756096,0.42831000000296626
0.0,0.05797101449275352,0.24999999999999994,0.4371180000016466
0.0,0.05797101449275352,0.2378048780487804,0.44425500000215834
0.0,0.05797101449275352,0.23170731707317074,0.45303099999728147
0.0,0.05797101449275352,0.2195121951219512,0.4617110000035609
0.0,0.06280193236714976,0.2134146341463413,0.47156900000118185
0.0,0.06280193236714976,0.1951219512195121,0.47872500000084983
0.0,0.06280193236714976,0.18292682926829254,0.4864579999994021
0.0,0.06763285024154582,0.1524390243902438,0.49685999999928754
0.0,0.07246376811594206,0.1463414634146341,0.505022999997891
0.0,0.07246376811594206,0.1341463414634146,0.5178850000011153
0.0,0.07246376811594206,0.1280487804878047,0.524531000002753
0.0,0.07246376811594206,0.12195121951219502,0.5340090000026976
0.0,0.07246376811594206,0.11585365853658537,0.5465299999996205
0.0,0.07729468599033812,0.11585365853658537,0.5678469999984372
0.0,0.08212560386473418,0.11585365853658537,0.6638850000017555
0.0,0.08695652173913042,0.11585365853658537,0.680543000002217
0.0,0.09178743961352648,0.11585365853658537,0.6909939999968628
0.0,0.10628019323671502,0.11585365853658537,0.6986660000038682
0.0,0.12077294685990338,0.10975609756097547,0.7076579999993555
0.0,0.140096618357488,0.10975609756097547,0.717742000000726
0.0,0.1594202898550724,0.10975609756097547,0.7272309999971185
0.0,0.178743961352657,0.10975609756097547,0.7338230000023032
0.0,0.19323671497584535,0.10975609756097547,0.7431460000007064
0.0,0.21256038647342995,0.10975609756097547,0.7542570000005071
0.0,0.217391304347826,0.10975609756097547,0.7637210000029881
0.0,0.22222222222222227,0.10975609756097547,0.7705740000019432
0.0,0.2270531400966183,0.10975609756097547,0.8088449999995646
0.0,0.23188405797101455,0.10975609756097547,0.8195869999981369
0.0,0.24154589371980667,0.10975609756097547,0.8287320000017644
0.0,0.26086956521739124,0.10975609756097547,0.8359219999983907
0.0,0.2850241545893719,0.10975609756097547,0.8457350000026054
0.0,0.3188405797101449,0.10975609756097547,0.85469600000215
0.0,0.4057971014492754,0.09756097560975592,0.8649210000003222
0.0,0.49275362318840565,0.09756097560975592,0.8875370000023395
0.0,0.5314009661835748,0.08536585365853637,0.8962410000021919
0.0,0.5797101449275361,0.08536585365853637,0.9060909999971045
0.0,0.5893719806763287,0.08536585365853637,0.9134330000015325
0.0,0.5942028985507245,0.08536585365853637,0.9236060000039288
0.0,0.5990338164251208,0.08536585365853637,0.9322810000012396
0.0,0.5990338164251208,0.07926829268292672,0.94372999999905
0.0,0.603864734299517,0.07926829268292672,0.952196999998705
0.0,0.6231884057971016,0.07926829268292672,0.964244000002509
0.0,0.6280193236714975,0.07926829268292672,0.9720079999970039
0.0,0.6376811594202899,0.07926829268292672,0.9818369999993593
0.0,0.6473429951690821,0.07926829268292672,0.9898709999979474
0.0,0.6666666666666666,0.07926829268292672,1.001046999997925
0.0,0.6714975845410629,0.07926829268292672,1.0128860000040731
0.0,0.6763285024154588,0.07926829268292672,1.0562219999992521
0.0,0.6763285024154588,0.07317073170731705,1.0688589999990654
0.0,0.6956521739130433,0.07317073170731705,1.0798629999990226
0.0,0.7198067632850242,0.06707317073170717,1.087322999999742
0.0,0.8357487922705314,0.03658536585365841,1.09769999999844
0.0,0.8985507246376812,0.024390243902438862,1.105887999998231
0.0,0.9516908212560387,0.012195121951219311,1.1170920000004116
0.0,0.9758454106280191,0.0,1.1253629999991972
0.0,0.9951690821256037,0.0,1.1358840000029886
0.0,1.0,0.0,1.149118000001181
0.0,1.0,0.006097560975609656,1.2486940000017057
